,tpc_num,E_SS,pTo_SS,Th_SS,Eh_SS,E_Arr,p0,AIC_SS,AIC_Arr,AICc_SS,AICc_Arr,LL_SS,LL_Arr,n,LkRatio,X2,p,best_mod,best_mod2,BA_pts,T0,SE_SS,SE_BA
21,34,0.774956854,0.006580482,1939.103458,14.63789446,0.774957063,0.006580473,-5.825966042,-9.82596457,-45.82596604,2.17403543,6.912983021,6.912982285,4,-7.36E-07,1.47E-06,0.499999632,BA,BA,NA,9,0.000414973,0.000414974
22,35,1.094934174,0.010732663,37,3.262374283,0.807851498,0.012681914,11.17294863,9.470991726,Inf,15.47099173,-1.586474316,-2.735495863,5,-1.149021547,2.298043093,0.158473368,BA,BA,NA,20,0.004115049,0.0065306
23,36,1.009961252,0.006189583,27.52487231,2.258760265,0.83788541,0.006552333,-13.11119509,-8.226179946,Inf,-2.226179946,10.55559755,6.113089973,5,-4.442507573,8.885015147,0.005883198,SS,BA,NA,10,0.000352454,0.00090705
24,41,0.567624316,0.040107293,29,0.677917881,0.371576286,0.035644881,-12.47321887,-10.0459818,-52.47321887,1.954018196,10.23660943,7.022990902,4,-3.213618533,6.427237066,0.020105423,BA,BA,NA,9,0.000842087,0.001556341
25,42,0.614824541,0.035390863,29,0.954546255,0.395128006,0.034580885,-13.81717189,-6.532918723,-53.81717189,5.467081277,10.90858594,5.266459362,4,-5.642126581,11.28425316,0.00177266,BA,BA,NA,9,0.000719297,0.002608141
26,43,0.565591721,0.03632552,29,0.800190345,0.356688175,0.033877748,-6.019926465,-6.479032497,-46.01992647,5.520967503,7.009963233,5.239516248,4,-1.770446984,3.540893969,0.085128435,BA,BA,NA,9,0.001718629,0.002244966
27,44,0.342908525,0.030803205,56.22794523,9.198971748,0.342909712,0.030803224,-4.878186105,-8.878185139,-44.8781861,3.121814861,6.439093052,6.43909257,4,-4.83E-07,9.66E-07,0.499999759,BA,BA,NA,9,0.001847,0.001846977
28,45,0.292318752,0.06854481,101.1512623,0,0.29231877,0.034272433,-7.76849582,-11.76849153,-47.76849582,0.231508475,7.88424791,7.884245763,4,-2.15E-06,4.30E-06,0.499998926,BA,BA,NA,9,0.001000378,0.001000376
29,46,0.30607636,0.060352657,109.9574652,0,0.306042146,0.030178471,-14.3952846,-18.39514592,-54.3952846,-6.395145924,11.1976423,11.19757296,4,-6.93E-05,0.00013868,0.499965331,BA,BA,NA,9,0.000404411,0.000404116
30,47,0.269183039,0.076076578,69.40843326,0,0.269182329,0.038038387,-5.987345651,-9.987343891,-45.98734565,2.012656109,6.993672826,6.993671945,4,-8.80E-07,1.76E-06,0.49999956,BA,BA,NA,9,0.001752895,0.001752899
31,48,0.31815999,0.046371083,60.87042959,0.346121893,0.266068495,0.041987433,-14.51144809,-17.84748165,-54.51144809,-5.847481651,11.25572404,10.92374083,4,-0.331983219,0.663966439,0.358749681,BA,BA,NA,9,0.000613099,0.000605889
32,49,0.444900849,0.051301467,29,0.765507584,0.239197382,0.047245662,-14.37583781,-9.01355856,-54.37583781,2.98644144,11.1879189,6.50677928,4,-4.681139623,9.362279246,0.004634223,BA,BA,NA,9,0.000666371,0.001921095
33,50,0.399304681,0.057851612,29,0.526160032,0.226275139,0.047577162,-12.30467281,-12.46613983,-52.30467281,-0.466139827,10.15233641,8.233069913,4,-1.919266493,3.838532986,0.073357269,BA,BA,NA,9,0.000844348,0.001194673
34,51,0.286676644,0.066443462,62.00391938,0.002223776,0.285555223,0.03346299,-13.35295364,-17.35311668,-53.35295364,-5.353116683,10.67647682,10.67655834,4,8.15E-05,-0.000163041,0,BA,BA,NA,9,0.00053555,0.000535716
35,52,0.379539494,0.036581028,250.9827051,0.096830085,0.364684824,0.031574612,-13.65304784,-17.80714521,-53.65304784,-5.807145213,10.82652392,10.90357261,4,0.077048688,-0.154097375,0,BA,BA,NA,9,0.000708064,0.000695092
36,53,0.269212568,0.066377323,56.10676935,0,0.2692103,0.033188647,-3.919000875,-7.919000595,-43.91900087,4.080999405,5.959500437,5.959500297,4,-1.40E-07,2.80E-07,0.49999993,BA,BA,NA,9,0.001981876,0.0019819
37,54,0.612704462,0.035252843,29,0.916309757,0.395213934,0.034094787,-8.158404182,-6.082831856,-48.15840418,5.917168144,8.079202091,5.041415928,4,-3.037786163,6.075572326,0.023970453,BA,BA,NA,9,0.001434137,0.002581384
38,55,0.250177634,0.083810345,45.4346527,0,0.250172041,0.041905533,-6.855284115,-10.8552823,-46.85528412,1.144717701,7.427642058,7.42764115,4,-9.08E-07,1.82E-06,0.499999546,BA,BA,NA,9,0.001654945,0.001654996
39,56,0.321031435,0.062231946,91.7056487,0,0.321035106,0.031115875,-5.260440681,-9.260440639,-45.26044068,2.739559361,6.63022034,6.63022032,4,-2.08E-08,4.16E-08,0.49999999,BA,BA,NA,9,0.001594572,0.001594567
40,57,1.099277791,0.011456582,25,1.510299766,0.868898531,0.01265082,-1.094722859,-0.020281596,Inf,5.979718404,4.54736143,2.010140798,5,-2.537220632,5.074441264,0.039542952,SS,BA,NA,5,0.002765611,0.004932555
41,58,0.630118875,0.115865516,36.47747434,7.293187984,0.540283575,0.123962879,-13.88487925,-10.39027945,-5.884879254,-8.675993738,10.94243963,7.195139726,10,-3.747299901,7.494599801,0.011790666,SS,SS,NA,18,0.007029974,0.012626251
42,63,0.62586671,0.037232413,34,1.015386823,0.373423979,0.036563135,-23.18134636,-21.38078394,-15.18134636,-19.66649823,15.59067318,12.69039197,10,-2.900281211,5.800562422,0.027503875,SS,BA,NA,16,0.000924768,0.001346146
43,64,1.006892183,0.014848914,25,1.766372772,0.78317028,0.01665226,-1.478236478,5.473934482,38.52176352,9.473934482,4.739118239,-0.736967241,6,-5.47608548,10.95217096,0.002092841,BA,BA,5,5,0.002503905,0.024329563
44,67,1.066545568,0.017673466,30,2.51282438,0.90191608,0.020876609,8.438460947,8.46569474,48.43846095,12.46569474,-0.219230473,-2.23284737,6,-2.013616897,4.027233794,0.066752463,BA,BA,NA,5,0.013054365,0.032023297
45,68,1.00125352,0.027399746,35,2.888952574,0.763672762,0.032696725,4.149628682,5.684436575,44.14962868,9.684436575,1.925185659,-0.842218288,6,-2.767403946,5.534807893,0.031412445,SS,BA,NA,15,0.005865546,0.014418196
46,69,0.55529386,0.105369265,37,0.673984823,0.360760562,0.096307371,-16.15023735,-15.05481879,23.84976265,-11.05481879,12.07511868,9.527409396,6,-2.547709279,5.095418558,0.039130367,SS,BA,NA,15,0.002574858,0.003437488
47,71,1.211987087,0.010259606,28.5,2.250681664,0.708601094,0.016075256,-19.46006473,9.666325078,-13.74577901,10.99965841,13.73003236,-2.833162539,12,-16.5631949,33.1263898,3.20E-08,SS,SS,NA,10,0.001297286,0.007321171
48,73,0.992683264,0.008027851,28,1.397878422,0.594763906,0.008109878,-3.252938819,-4.009472829,36.74706118,-0.009472829,5.626469409,4.004736414,6,-1.621732995,3.24346599,0.098778019,BA,BA,NA,15,0.000719078,0.000842297
49,82,0.969390601,0.115701677,25.15959302,16.72023765,0.81936876,0.130265341,5.010236252,3.761392399,Inf,9.761392399,1.494881874,0.1193038,5,-1.375578074,2.751156147,0.126346739,BA,BA,NA,5,0.021048231,0.082990071
50,83,0.659232104,0.224491135,70.3672098,3.857789861,0.659230788,0.224491883,4.810899129,0.810899117,Inf,6.810899117,1.594550436,1.594550442,5,6.04E-09,-1.21E-08,0,BA,BA,NA,10,0.030574452,0.030574498
51,88,0.908833454,0.128705277,28,1.778590264,0.6742185,0.1461244,-8.181398038,-0.4244816,11.81860196,2.575518,8.090699019,2.212241,7,-7.574115216,15.14823043,0.000256787,BA,BA,6,8,0.009295884,0.095168419
52,89,0.994970256,0.062374056,28,2.346696604,0.484078005,0.10035946,-14.00479165,10.66746053,-0.671458321,13.06746053,11.00239583,-3.333730263,8,-14.33612609,28.67225218,2.97E-07,SS,SS,NA,8,0.005417886,0.044609327
53,90,0.965025492,0.041752477,28,2.250089442,0.7435617,0.04803,-11.71342926,-0.3062896,8.286570738,2.69371,9.856714631,2.153145,7,-10.85726077,21.71452155,9.63E-06,BA,BA,6,8,0.002585671,0.048509103
54,92,0.537332034,0.006341477,440.7105812,21.35547427,0.537330736,0.006341506,5.603131399,1.603131397,-34.3968686,13.6031314,1.1984343,1.198434302,4,1.38E-09,-2.77E-09,0,BA,BA,NA,5,0.001444019,0.001444019
